County Name,State,death_rate
Autauga,AL,1.5029522275899088
Baldwin,AL,1.0421755414427618
Barbour,AL,0.9708737864077669
Bibb,AL,1.694915254237288
Blount,AL,0.9518143961927424
Bullock,AL,2.5848142164781907
Butler,AL,4.291845493562231
Calhoun,AL,1.199360341151386
Chambers,AL,3.518821603927987
Cherokee,AL,1.9877675840978593
Chilton,AL,1.7814726840855106
Choctaw,AL,3.2520325203252036
Clarke,AL,1.3513513513513513
Clay,AL,1.4354066985645932
Cleburne,AL,1.3363028953229399
Coffee,AL,0.4008016032064128
Colbert,AL,1.5245623941276116
Conecuh,AL,2.214022140221402
Coosa,AL,1.639344262295082
Covington,AL,1.8494055482166447
Crenshaw,AL,5.415162454873646
Cullman,AL,1.0494752623688157
Dale,AL,3.143418467583497
Dallas,AL,1.4309301045679692
DeKalb,AL,0.8490217792543374
Elmore,AL,1.7307026652821047
Escambia,AL,1.6167664670658684
Etowah,AL,1.2077294685990339
Fayette,AL,2.0408163265306123
Franklin,AL,1.6034206306787813
Geneva,AL,0.7843137254901961
Greene,AL,4.792332268370607
Hale,AL,4.105571847507331
Henry,AL,0.8635578583765112
Houston,AL,0.7292882147024504
Jackson,AL,0.6876790830945558
Jefferson,AL,1.7123777724779392
Lamar,AL,0.7425742574257426
Lauderdale,AL,1.9680851063829787
Lawrence,AL,3.7735849056603774
Lee,AL,1.0251481659458594
Limestone,AL,0.9599332220367278
Lowndes,AL,4.017857142857143
Macon,AL,3.5785288270377733
Madison,AL,0.9910447761194029
Marengo,AL,2.642007926023778
Marion,AL,2.857142857142857
Marshall,AL,1.1021307861866276
Mobile,AL,2.227203702364596
Monroe,AL,1.497504159733777
Montgomery,AL,2.0643461073899196
Morgan,AL,0.9293156857223317
Perry,AL,1.0968921389396709
Pickens,AL,2.1520803443328553
Pike,AL,0.9569377990430622
Randolph,AL,1.7980636237897647
Russell,AL,0.16375545851528384
St. Clair,AL,1.507338357794526
Shelby,AL,0.8619362782822841
Sumter,AL,4.740406320541761
Talladega,AL,1.3876843018213356
Tallapoosa,AL,7.018992568125516
Tuscaloosa,AL,1.3242204186245194
Walker,AL,3.569995988768552
Washington,AL,2.0408163265306123
Wilcox,AL,2.0072992700729926
Winston,AL,1.507537688442211
Aleutians East Borough,AK,0.0
Aleutians West Census Area,AK,0.0
Municipality of Anchorage,AK,0.7520284979220265
Bethel Census Area,AK,0.6666666666666667
Bristol Bay Borough,AK,
Denali Borough,AK,0.0
Dillingham Census Area,AK,0.0
Fairbanks North Star Borough,AK,0.7773851590106008
Haines Borough,AK,0.0
Hoonah-Angoon Census Area,AK,0.0
City and Borough of Juneau,AK,0.6535947712418301
Kenai Peninsula Borough,AK,0.6198347107438017
Ketchikan Gateway Borough,AK,0.0
Kodiak Island Borough,AK,0.0
Kusilvak Census Area,AK,0.0
Lake and Peninsula Borough,AK,0.0
Matanuska-Susitna Borough,AK,0.2886002886002886
Nome Census Area,AK,0.0
North Slope Borough,AK,0.0
Northwest Arctic Borough,AK,0.0
Petersburg Census Area,AK,12.5
Prince of Wales-Hyder Census Area,AK,0.0
Sitka City and Borough,AK,0.0
Skagway Municipality,AK,
Southeast Fairbanks Census Area,AK,0.0
Valdez-Cordova Census Area,AK,0.0
Wade Hampton Census Area,AK,
Wrangell City and Borough,AK,0.0
Yakutat City and Borough,AK,
Yukon-Koyukuk Census Area,AK,2.3255813953488373
Apache,AZ,4.542966611932129
Cochise,AZ,3.7687145069695407
Coconino,AZ,3.283922462941847
Gila,AZ,4.034969737726967
Graham,AZ,2.8665931642778393
Greenlee,AZ,3.3333333333333335
La Paz,AZ,2.6929982046678633
Maricopa,AZ,2.384255903690972
Mohave,AZ,5.589605295415543
Navajo,AZ,4.019758133197071
Pima,AZ,2.4030209406110536
Pinal,AZ,1.9598864364868578
Santa Cruz,AZ,2.2107081174438687
Yavapai,AZ,3.143712574850299
Yuma,AZ,2.6911741895455252
Arkansas,AR,2.0872865275142316
Ashley,AR,2.62582056892779
Baxter,AR,0.6912442396313364
Benton,AR,1.3871196036801132
Boone,AR,2.8469750889679712
Bradley,AR,2.318840579710145
Calhoun,AR,0.0
Carroll,AR,1.3819095477386936
Chicot,AR,2.1653543307086616
Clark,AR,0.9779951100244498
Clay,AR,3.0303030303030303
Cleburne,AR,3.183023872679045
Cleveland,AR,6.153846153846154
Columbia,AR,3.0252100840336134
Conway,AR,0.9868421052631579
Craighead,AR,0.8113590263691683
Crawford,AR,1.2084592145015105
Crittenden,AR,2.3517883390494854
Cross,AR,3.0120481927710845
Dallas,AR,2.8735632183908044
Desha,AR,1.7964071856287425
Drew,AR,1.881720430107527
Faulkner,AR,0.8124337689862239
Franklin,AR,0.5524861878453038
Fulton,AR,2.3474178403755865
Garland,AR,2.6557218734910673
Grant,AR,0.684931506849315
Greene,AR,1.46484375
Hempstead,AR,0.9174311926605505
Hot Spring,AR,1.3951170901843548
Howard,AR,2.3483365949119372
Independence,AR,2.048857368006304
Izard,AR,0.33003300330033003
Jackson,AR,0.42283298097251587
Jefferson,AR,2.369281045751634
Johnson,AR,0.78125
Lafayette,AR,2.272727272727273
Lawrence,AR,2.380952380952381
Lee,AR,1.6559337626494939
Lincoln,AR,0.8095238095238094
Little River,AR,7.142857142857142
Logan,AR,0.4166666666666667
Lonoke,AR,1.2408759124087592
Madison,AR,1.2987012987012987
Marion,AR,0.0
Miller,AR,1.0945273631840797
Mississippi,AR,2.9314159292035398
Monroe,AR,0.0
Montgomery,AR,4.117647058823529
Nevada,AR,5.809128630705394
Newton,AR,7.196969696969697
Ouachita,AR,2.430555555555556
Perry,AR,0.0
Phillips,AR,2.5510204081632653
Pike,AR,1.2345679012345678
Poinsett,AR,1.9659239842726082
Polk,AR,1.3245033112582782
Pope,AR,1.5437392795883362
Prairie,AR,2.2988505747126435
Pulaski,AR,1.6683119447186576
Randolph,AR,4.581673306772909
St. Francis,AR,0.5076142131979695
Saline,AR,1.0195412064570943
Scott,AR,0.7874015748031495
Searcy,AR,0.6211180124223602
Sebastian,AR,1.6313610908205503
Sevier,AR,1.556101556101556
Sharp,AR,2.6415094339622645
Stone,AR,4.289544235924933
Union,AR,4.781281790437437
Van Buren,AR,1.6666666666666667
Washington,AR,1.1994887425031953
White,AR,2.76981852913085
Woodruff,AR,0.0
Yell,AR,2.329192546583851
Grand Princess Cruise Ship,CA,0.0
Alameda,CA,2.0056522928252347
Alpine,CA,0.0
Amador,CA,6.015037593984962
Butte,CA,1.5479876160990713
Calaveras,CA,4.25531914893617
Colusa,CA,1.1090573012939002
Contra Costa,CA,1.2987756036159743
Del Norte,CA,0.5988023952095809
El Dorado,CA,0.3246753246753247
Fresno,CA,1.3966768722694278
Glenn,CA,0.4815409309791332
Humboldt,CA,1.5151515151515151
Imperial,CA,2.7089337175792507
Inyo,CA,7.462686567164178
Kern,CA,1.1820042148987508
Kings,CA,1.3071895424836601
Lake,CA,2.0100502512562812
Lassen,CA,0.0
Los Angeles,CA,2.413650799346886
Madera,CA,1.4771048744460855
Marin,CA,1.8091625328275458
Mariposa,CA,2.5974025974025974
Mendocino,CA,2.0388349514563107
Merced,CA,1.642935377875137
Modoc,CA,0.0
Mono,CA,1.1764705882352942
Monterey,CA,0.7386363636363636
Napa,CA,0.7315700619020821
Nevada,CA,1.436265709156194
Orange,CA,2.3666708950220174
Placer,CA,1.3672922252010724
Plumas,CA,0.0
Riverside,CA,2.032043767096522
Sacramento,CA,1.9002678229817624
San Benito,CA,0.9461426491994178
San Bernardino,CA,1.702707899935318
San Diego,CA,1.65568269114139
San Francisco,CA,0.9957572084163131
San Joaquin,CA,2.270981371231035
San Luis Obispo,CA,0.8125819134993446
San Mateo,CA,1.4814814814814816
Santa Barbara,CA,1.2250985405347823
Santa Clara,CA,1.5979055701002074
Santa Cruz,CA,0.744514106583072
Shasta,CA,1.8942383583267564
Sierra,CA,0.0
Siskiyou,CA,0.0
Solano,CA,1.103160405485987
Sonoma,CA,1.5588271681306447
Stanislaus,CA,2.256306999881559
Sutter,CA,0.6775832862789385
Tehama,CA,1.0526315789473684
Trinity,CA,0.0
Tulare,CA,1.609044144036368
Tuolumne,CA,1.702127659574468
Ventura,CA,1.1872353297035694
Yolo,CA,1.9191226867717615
Yuba,CA,0.8183306055646482
Adams,CO,2.284658759478903
Alamosa,CO,3.488372093023256
Arapahoe,CO,3.7518759379689848
Archuleta,CO,0.0
Baca,CO,0.0
Bent,CO,0.0
Boulder,CO,1.7215727948990436
Broomfield and City,CO,5.167597765363128
Chaffee,CO,5.714285714285714
Cheyenne,CO,0.0
Clear Creek,CO,1.9607843137254901
Conejos,CO,0.0
Costilla,CO,3.0303030303030303
Crowley,CO,1.3513513513513513
Custer,CO,0.0
Delta,CO,1.5625
Denver,CO,3.049377535319625
Dolores,CO,0.0
Douglas,CO,2.17091660923501
Eagle,CO,0.774593338497289
Elbert,CO,1.744186046511628
El Paso,CO,2.4400053626491487
Fremont,CO,0.5263157894736842
Garfield,CO,0.5050505050505051
Gilpin,CO,0.0
Grand,CO,0.9259259259259258
Gunnison,CO,2.348993288590604
Hinsdale,CO,0.0
Huerfano,CO,3.8461538461538463
Jackson,CO,0.0
Jefferson,CO,4.132362254591514
Kiowa,CO,0.0
Kit Carson,CO,3.7037037037037033
Lake,CO,0.0
La Plata,CO,0.7092198581560284
Larimer,CO,1.8739352640545146
Las Animas,CO,0.0
Lincoln,CO,0.0
Logan,CO,0.7276507276507277
Mesa,CO,0.9408602150537635
Mineral,CO,0.0
Moffat,CO,2.2222222222222223
Montezuma,CO,3.1847133757961785
Montrose,CO,3.324808184143223
Morgan,CO,6.233766233766234
Otero,CO,5.607476635514018
Ouray,CO,3.3333333333333335
Park,CO,1.694915254237288
Phillips,CO,0.0
Pitkin,CO,0.8547008547008548
Prowers,CO,0.0
Pueblo,CO,2.881619937694704
Rio Blanco,CO,0.0
Rio Grande,CO,2.0202020202020203
Routt,CO,4.790419161676647
Saguache,CO,1.7857142857142856
San Juan,CO,0.0
San Miguel,CO,0.0
Sedgwick,CO,6.666666666666667
Summit,CO,0.7920792079207921
Teller,CO,2.2222222222222223
Washington,CO,0.0
Weld,CO,3.006923837784372
Yuma,CO,0.684931506849315
Fairfield,CT,6.883725423892566
Hartford,CT,9.343008941298432
Litchfield,CT,7.359081419624217
Middlesex,CT,11.682808716707022
New Haven,CT,7.532029669588672
New London,CT,4.970178926441352
Tolland,CT,4.484605087014726
Windham,CT,1.5496809480401095
Kent,DE,3.707194470625196
New Castle,DE,2.859166150305391
Sussex,DE,2.952755905511811
Washington,DC,4.021566761814145
Alachua,FL,0.7557540364136035
Baker,FL,0.8799497171590195
Bay,FL,1.872299567930869
Bradford,FL,0.7738607050730868
Brevard,FL,3.2618825722273996
Broward,FL,1.835550919683517
Calhoun,FL,2.20125786163522
Charlotte,FL,4.45699937225361
Citrus,FL,3.864734299516908
Clay,FL,2.0434701839123166
Collier,FL,1.7724807089922836
Columbia,FL,1.5712113532691332
DeSoto,FL,1.694915254237288
Dixie,FL,1.1848341232227488
Duval,FL,1.4952380952380953
Escambia,FL,2.017794725135049
Flagler,FL,1.6930638995084655
Franklin,FL,0.60790273556231
Gadsden,FL,1.6666666666666667
Gilchrist,FL,3.065134099616858
Glades,FL,0.8665511265164645
Gulf,FL,1.6797312430011198
Hamilton,FL,0.9142857142857144
Hardee,FL,0.7686932215234101
Hendry,FL,1.9056693663649358
Hernando,FL,4.436341537526587
Highlands,FL,4.233958969882147
Hillsborough,FL,1.5718940749919683
Holmes,FL,1.1523687580025608
Indian River,FL,3.5082547169811322
Jackson,FL,2.801503245644004
Jefferson,FL,1.5625
Lafayette,FL,1.045016077170418
Lake,FL,2.5837810181632133
Lee,FL,2.2713262838446586
Leon,FL,0.8134490238611713
Levy,FL,0.9328358208955223
Liberty,FL,1.5384615384615385
Madison,FL,1.9342359767891684
Manatee,FL,2.5119316754584275
Marion,FL,3.106699751861042
Martin,FL,2.862823061630219
Miami-Dade,FL,1.9496779318562523
Monroe,FL,1.2016718913270636
Nassau,FL,2.164111812443643
Okaloosa,FL,2.3171889838556505
Okeechobee,FL,1.8472906403940887
Orange,FL,1.1907339250920113
Osceola,FL,1.3120321061974223
Palm Beach,FL,2.979484481851657
Pasco,FL,2.2378781599668462
Pinellas,FL,3.4002278503198666
Polk,FL,2.637647737100029
Putnam,FL,1.9751952227836471
St. Johns,FL,1.3527945888216448
St. Lucie,FL,3.578744427039402
Santa Rosa,FL,1.4571948998178506
Sarasota,FL,3.263676919464663
Seminole,FL,2.4617360590816655
Sumter,FL,2.892402622445044
Suwannee,FL,2.6006412540078374
Taylor,FL,1.0218978102189782
Union,FL,2.272727272727273
Volusia,FL,2.4724061810154527
Wakulla,FL,0.9337860780984719
Walton,FL,1.4180929095354522
Washington,FL,2.1739130434782608
Appling,GA,3.035878564857406
Atkinson,GA,0.8849557522123894
Bacon,GA,2.2838499184339316
Baker,GA,5.88235294117647
Baldwin,GA,2.8020211299954063
Banks,GA,1.556420233463035
Barrow,GA,2.0068317677198975
Bartow,GA,2.8867985728186834
Ben Hill,GA,3.1784841075794623
Berrien,GA,2.575107296137339
Bibb,GA,2.944489139179405
Bleckley,GA,4.740406320541761
Brantley,GA,3.072625698324022
Brooks,GA,4.914933837429111
Bryan,GA,1.086048454469507
Bulloch,GA,0.9857239972807614
Burke,GA,1.1806375442739079
Butts,GA,6.047819971870605
Calhoun,GA,3.5856573705179287
Camden,GA,1.193139448173005
Candler,GA,4.583333333333333
Carroll,GA,2.386634844868735
Catoosa,GA,1.5055467511885896
Charlton,GA,1.3996889580093312
Chatham,GA,1.9645916619074815
Chattahoochee,GA,0.05892751915144372
Chattooga,GA,2.781136638452237
Cherokee,GA,1.4782198458877183
Clarke,GA,0.8537279453614115
Clay,GA,2.479338842975207
Clayton,GA,2.263685004801756
Clinch,GA,2.770780856423174
Cobb,GA,2.153345816497487
Coffee,GA,2.535211267605634
Colquitt,GA,1.8935516888433983
Columbia,GA,1.554140127388535
Cook,GA,2.5089605734767026
Coweta,GA,1.9209456963428149
Crawford,GA,2.857142857142857
Crisp,GA,3.1719532554257093
Dade,GA,1.6666666666666667
Dawson,GA,1.056338028169014
Decatur,GA,2.6851098454027666
DeKalb,GA,1.925743336928054
Dodge,GA,2.696629213483146
Dooly,GA,4.022988505747127
Dougherty,GA,5.889724310776942
Douglas,GA,1.8612071257644243
Early,GA,6.395348837209303
Echols,GA,0.823045267489712
Effingham,GA,1.753246753246753
Elbert,GA,0.7072135785007072
Emanuel,GA,2.8495102404274264
Evans,GA,1.3761467889908259
Fannin,GA,3.6935704514363885
Fayette,GA,2.670775552131484
Floyd,GA,1.4226437462951986
Forsyth,GA,1.0899814471243041
Franklin,GA,1.7743979721166032
Fulton,GA,2.0398166614184245
Gilmer,GA,1.564245810055866
Glascock,GA,5.0
Glynn,GA,2.767579779723242
Gordon,GA,2.0533880903490758
Grady,GA,2.798053527980535
Greene,GA,4.6992481203007515
Gwinnett,GA,1.4792171743789746
Habersham,GA,4.0386803185438
Hall,GA,1.637163614038678
Hancock,GA,10.696517412935323
Haralson,GA,1.6728624535315983
Harris,GA,2.7261462205700124
Hart,GA,2.4299065420560746
Heard,GA,2.9850746268656714
Henry,GA,1.9095658439920737
Houston,GA,2.5846153846153843
Irwin,GA,2.108433734939759
Jackson,GA,1.7094017094017095
Jasper,GA,1.7467248908296942
Jeff Davis,GA,2.9729729729729732
Jefferson,GA,3.6674816625916873
Jenkins,GA,6.666666666666667
Johnson,GA,5.188679245283019
Jones,GA,2.0408163265306123
Lamar,GA,4.922279792746114
Lanier,GA,1.9933554817275747
Laurens,GA,4.4232922732362825
Lee,GA,3.6111111111111107
Liberty,GA,2.0
Lincoln,GA,3.225806451612903
Long,GA,1.5384615384615385
Lowndes,GA,2.091020910209102
Lumpkin,GA,1.4705882352941175
McDuffie,GA,2.2364217252396164
McIntosh,GA,2.356902356902357
Macon,GA,4.201680672268908
Madison,GA,1.2413793103448276
Marion,GA,4.639175257731959
Meriwether,GA,2.5
Miller,GA,0.6944444444444444
Mitchell,GA,5.408653846153847
Monroe,GA,7.5
Montgomery,GA,1.5015015015015014
Morgan,GA,0.6024096385542169
Murray,GA,0.6872852233676976
Muscogee,GA,2.792661146289982
Newton,GA,3.453453453453453
Oconee,GA,3.2953105196451205
Oglethorpe,GA,3.0136986301369864
Paulding,GA,2.0062262193012796
Peach,GA,3.6231884057971016
Pickens,GA,1.550387596899225
Pierce,GA,3.5143769968051117
Pike,GA,3.072625698324022
Polk,GA,1.3734466971877044
Pulaski,GA,6.896551724137931
Putnam,GA,3.2697547683923704
Quitman,GA,2.941176470588235
Rabun,GA,2.864583333333333
Randolph,GA,8.708708708708707
Richmond,GA,2.320217096336499
Rockdale,GA,2.0397489539748954
Schley,GA,1.8691588785046727
Screven,GA,2.564102564102564
Seminole,GA,2.4456521739130435
Spalding,GA,4.397981254506128
Stephens,GA,3.364969801553063
Stewart,GA,3.0592734225621414
Sumter,GA,6.786850477200425
Talbot,GA,3.614457831325301
Taliaferro,GA,0.0
Tattnall,GA,1.2746234067207416
Taylor,GA,5.0691244239631335
Telfair,GA,5.236907730673317
Terrell,GA,9.60960960960961
Thomas,GA,4.316546762589928
Tift,GA,3.14533622559653
Toombs,GA,3.7437005039596833
Towns,GA,2.666666666666667
Treutlen,GA,4.044117647058823
Troup,GA,3.5392088827203327
Turner,GA,7.5
Twiggs,GA,4.455445544554455
Union,GA,2.5149700598802394
Upson,GA,7.73955773955774
Walker,GA,2.3564954682779455
Walton,GA,3.1266284523189163
Ware,GA,3.9713541666666665
Warren,GA,3.125
Washington,GA,1.278409090909091
Wayne,GA,2.564102564102564
Webster,GA,4.545454545454546
Wheeler,GA,3.7249283667621778
White,GA,2.1505376344086025
Whitfield,GA,1.3141426783479349
Wilcox,GA,10.0
Wilkes,GA,2.2304832713754648
Wilkinson,GA,5.128205128205128
Worth,GA,5.328596802841918
Hawaii,HI,1.7321016166281753
Honolulu,HI,1.153715643026807
Kalawao,HI,
Kauai,HI,0.0
Maui,HI,3.022670025188917
Ada,ID,1.0934038447795327
Adams,ID,6.896551724137931
Bannock,ID,0.5681818181818182
Bear Lake,ID,2.0
Benewah,ID,1.8404907975460123
Bingham,ID,0.8802816901408451
Blaine,ID,0.8344923504867872
Boise,ID,2.73972602739726
Bonner,ID,0.0
Bonneville,ID,0.6248047485160888
Boundary,ID,1.5625
Butte,ID,0.0
Camas,ID,0.0
Canyon,ID,1.1918537375607499
Caribou,ID,1.3793103448275863
Cassia,ID,0.9090909090909091
Clark,ID,0.0
Clearwater,ID,0.0
Custer,ID,1.2987012987012987
Elmore,ID,1.0075566750629723
Franklin,ID,0.5128205128205128
Fremont,ID,1.0676156583629894
Gem,ID,1.146131805157593
Gooding,ID,0.2762430939226519
Idaho,ID,0.0
Jefferson,ID,0.4285714285714286
Jerome,ID,0.8187134502923977
Kootenai,ID,1.4463504877228388
Latah,ID,0.0
Lemhi,ID,0.0
Lewis,ID,3.8461538461538463
Lincoln,ID,0.0
Madison,ID,0.16012810248198558
Minidoka,ID,0.9685230024213075
Nez Perce,ID,4.624277456647398
Oneida,ID,0.0
Owyhee,ID,1.41643059490085
Payette,ID,0.9202453987730062
Power,ID,0.33670033670033667
Shoshone,ID,8.144796380090497
Teton,ID,0.45871559633027525
Twin Falls,ID,1.4566642388929352
Valley,ID,0.9708737864077669
Washington,ID,1.5189873417721518
Adams,IL,0.8339651250947688
Alexander,IL,1.0204081632653061
Bond,IL,2.1739130434782608
Boone,IL,1.8334606569900689
Brown,IL,0.0
Bureau,IL,1.948051948051948
Calhoun,IL,0.0
Carroll,IL,2.3166023166023164
Cass,IL,2.6128266033254155
Champaign,IL,0.5165486894968433
Christian,IL,2.941176470588235
Clark,IL,1.932367149758454
Clay,IL,0.423728813559322
Clinton,IL,1.6974169741697416
Coles,IL,2.2429906542056073
Cook,IL,3.485178583217799
Crawford,IL,1.1428571428571428
Cumberland,IL,2.2123893805309733
DeKalb,IL,2.2853957636566333
De Witt,IL,1.2658227848101267
Douglas,IL,1.9283746556473829
DuPage,IL,3.0711092186502023
Edgar,IL,6.4
Edwards,IL,0.0
Effingham,IL,0.3157894736842105
Fayette,IL,2.044989775051125
Ford,IL,4.424778761061947
Franklin,IL,0.8064516129032258
Fulton,IL,0.0
Gallatin,IL,2.380952380952381
Greene,IL,6.224066390041494
Grundy,IL,0.9174311926605505
Hamilton,IL,2.380952380952381
Hancock,IL,1.2244897959183674
Hardin,IL,0.0
Henderson,IL,0.0
Henry,IL,0.6915629322268326
Iroquois,IL,4.896907216494846
Jackson,IL,1.8085908063300677
Jasper,IL,4.464285714285714
Jefferson,IL,5.087014725568943
Jersey,IL,4.523809523809524
Jo Daviess,IL,0.641025641025641
Johnson,IL,0.0
Kane,IL,2.412249024989167
Kankakee,IL,2.7147766323024056
Kendall,IL,1.1948529411764706
Knox,IL,0.49627791563275436
Lake,IL,2.7548516618335936
LaSalle,IL,2.984293193717278
Lawrence,IL,2.1505376344086025
Lee,IL,0.211864406779661
Livingston,IL,1.9693654266958425
Logan,IL,0.4056795131845842
McDonough,IL,2.8680688336520075
McHenry,IL,2.406957928802589
McLean,IL,0.6864988558352403
Macon,IL,2.520107238605898
Macoupin,IL,1.2903225806451613
Madison,IL,2.391725921137686
Marion,IL,0.7142857142857143
Marshall,IL,0.0
Mason,IL,0.53475935828877
Massac,IL,1.5267175572519083
Menard,IL,0.7299270072992701
Mercer,IL,3.6363636363636362
Monroe,IL,3.1578947368421053
Montgomery,IL,3.1963470319634704
Morgan,IL,3.385049365303244
Moultrie,IL,1.574803149606299
Ogle,IL,0.7033997655334115
Peoria,IL,1.4523369421705836
Perry,IL,4.371584699453552
Piatt,IL,0.0
Pike,IL,1.25
Pope,IL,3.0303030303030303
Pulaski,IL,0.4975124378109453
Putnam,IL,0.0
Randolph,IL,1.2909632571996028
Richland,IL,3.272727272727273
Rock Island,IL,2.461257976298997
St. Clair,IL,2.820476660555634
Saline,IL,1.4150943396226416
Sangamon,IL,1.712450945415626
Schuyler,IL,1.5625
Scott,IL,0.0
Shelby,IL,1.4957264957264957
Stark,IL,3.389830508474576
Stephenson,IL,1.1023622047244095
Tazewell,IL,1.8858560794044668
Union,IL,3.9538714991762767
Vermilion,IL,0.529567519858782
Wabash,IL,2.3255813953488373
Warren,IL,0.8042895442359249
Washington,IL,0.4132231404958678
Wayne,IL,1.749271137026239
White,IL,0.5128205128205128
Whiteside,IL,2.2435897435897436
Will,IL,2.6252983293556085
Williamson,IL,3.616042077580539
Winnebago,IL,2.121294533587163
Woodford,IL,1.910828025477707
Adams,IN,0.7961783439490446
Allen,IN,3.182214472537053
Bartholomew,IN,4.8374306106264875
Benton,IN,0.0
Blackford,IN,1.8292682926829267
Boone,IN,4.47080291970803
Brown,IN,2.6785714285714284
Carroll,IN,4.4520547945205475
Cass,IN,0.5766458433445458
Clark,IN,2.573381584238038
Clay,IN,1.4367816091954022
Clinton,IN,2.524544179523142
Crawford,IN,1.6129032258064515
Daviess,IN,4.371584699453552
Dearborn,IN,4.054054054054054
Decatur,IN,8.450704225352112
DeKalb,IN,2.146690518783542
Delaware,IN,2.9629629629629632
Dubois,IN,1.7985611510791366
Elkhart,IN,1.6759021489390458
Fayette,IN,2.356902356902357
Floyd,IN,4.361979166666666
Fountain,IN,1.06951871657754
Franklin,IN,7.784431137724551
Fulton,IN,0.7352941176470588
Gibson,IN,1.0385756676557862
Grant,IN,2.7991602519244227
Greene,IN,8.571428571428571
Hamilton,IN,2.221392570468546
Hancock,IN,4.598825831702544
Harrison,IN,3.9877300613496933
Hendricks,IN,4.9589603283173735
Henry,IN,2.7327935222672064
Howard,IN,4.604810996563574
Huntington,IN,0.964630225080386
Jackson,IN,1.2600229095074456
Jasper,IN,0.9280742459396751
Jay,IN,0.423728813559322
Jefferson,IN,1.090909090909091
Jennings,IN,4.451038575667656
Johnson,IN,5.168453292496172
Knox,IN,1.7006802721088436
Kosciusko,IN,1.304945054945055
LaGrange,IN,1.7391304347826086
Lake,IN,3.0746450657608224
LaPorte,IN,2.7058146229130684
Lawrence,IN,5.333333333333334
Madison,IN,4.688304997424008
Marion,IN,3.6042341002536964
Marshall,IN,2.3529411764705883
Martin,IN,0.0
Miami,IN,0.8639308855291578
Monroe,IN,1.4162348877374784
Montgomery,IN,4.448742746615087
Morgan,IN,5.30209617755857
Newton,IN,6.557377049180328
Noble,IN,3.483606557377049
Ohio,IN,8.433734939759036
Orange,IN,8.441558441558442
Owen,IN,1.1235955056179776
Parke,IN,1.282051282051282
Perry,IN,5.447470817120623
Pike,IN,2.3529411764705883
Porter,IN,1.9838056680161944
Posey,IN,0.6185567010309279
Pulaski,IN,0.8403361344537815
Putnam,IN,2.1840873634945397
Randolph,IN,2.6578073089700998
Ripley,IN,2.359882005899705
